Symbol,Nome,Pais,Sigla_Pais,Setor
AVAV,"AeroVironment, Inc.",United States,US,Industrials
AVBH,"Avidbank Holdings, Inc.",United States,US,Financial Services
AVBP,"ArriVent BioPharma, Inc.",United States,US,Healthcare
AVGB,Avantis Credit ETF,,,
AVGG,Leverage Shares 2X Long AVGO Daily ETF,,,
AVGO,Broadcom Inc.,United States,US,Technology
AVGU,GraniteShares 2x Long AVGO Daily ETF,,,
AVGX,Defiance Daily Target 2X Long AVGO ETF,,,
AVIR,"Atea Pharmaceuticals, Inc.",United States,US,Healthcare
AVL,Direxion Daily AVGO Bull 2X Shares,,,
AVLN,Avalyn Pharma Inc.,United States,US,Healthcare
AVNW,"Aviat Networks, Inc.",United States,US,Technology
AVO,"Mission Produce, Inc.",United States,US,Consumer Defensive
AVOS,Avos Global Equities ETF,,,
AVPT,"AvePoint, Inc.",United States,US,Technology
AVR,Anteris Technologies Global Corp.,Australia,AU,Healthcare
AVS,Direxion Daily AVGO Bear 1X Shares,,,
AVT,"Avnet, Inc.",United States,US,Technology
AVTX,"Avalo Therapeutics, Inc.",United States,US,Healthcare
AVUQ,Avantis U.S. Quality ETF,,,
AVX,Avax One Technology Ltd.,United States,US,Technology
AVXC,Avantis Emerging Markets Ex-China Equity ETF,,,
AVXL,Anavex Life Sciences Corp.,United States,US,Healthcare
AVXX,Defiance Daily Target 2X Long AVAV ETF,,,
AWRE,"Aware, Inc.",United States,US,Technology
AXG,Solowin Holdings,Hong Kong,HK,Financial Services
AXGN,"Axogen, Inc.",United States,US,Healthcare
AXIN,Axiom Intelligence Acquisition Corp 1,United Kingdom,UK,Financial Services
AXINR,Axiom Intelligence Acquisition Corp 1,United Kingdom,UK,
AXINU,Axiom Intelligence Acquisition Corp 1,United Kingdom,UK,Financial Services
AXON,"Axon Enterprise, Inc.",United States,US,Industrials
AXPG,Leverage Shares 2X Long AXP Daily ETF,,,
AXSM,"Axsome Therapeutics, Inc.",United States,US,Healthcare
AXTI,"AXT, Inc.",United States,US,Technology
AYA,Aya Gold & Silver Inc.,Canada,CA,Basic Materials
AYTU,"Aytu BioPharma, Inc.",United States,US,Healthcare
AZ,A2Z Cust2Mate Solutions Corp.,Canada,CA,Technology
AZI,Autozi Internet Technology (Global) Ltd.,China,CN,Consumer Cyclical
AZTA,"Azenta, Inc.",United States,US,Healthcare
AZYY,Graniteshares YieldBOOST AMZN ETF,,,
BABU,Direxion Daily BABA Bull 2X ETF,,,
BABX,GraniteShares 2x Long BABA Daily ETF,,,
BACC,Blue Acquisition Corp.,United States,US,Financial Services
BACCR,Blue Acquisition Corp.,United States,US,
BACCU,Blue Acquisition Corp.,United States,US,Financial Services
BAER,"Bridger Aerospace Group Holdings, Inc.",United States,US,Industrials
BAERW,"Bridger Aerospace Group Holdings, Inc.",United States,US,
BAFE,Brown Advisory Flexible Equity ETF,,,
BAFN,BayFirst Financial Corp.,United States,US,Financial Services
BAIG,Leverage Shares 2X Long BBAI Daily ETF,,,
BAIV,Brown Advisory International Value Select ETF,,,
BALQ,iShares Nasdaq Premium Income Active ETF,,,
BAND,Bandwidth Inc.,United States,US,Technology
BANF,BancFirst Corporation,United States,US,Financial Services
BANFP,BFC Capital Trust II PFD TR 7.20%,,,
BANL,CBL International Limited,Malaysia,MA,Energy
BANR,Banner Corporation,United States,US,Financial Services
BANX,ArrowMark Financial Corp.,United States,US,Financial Services
BAOS,Baosheng Media Group Holdings Limited,China,CN,Communication Services
BASG,Brown Advisory Sustainable Growth ETF,,,
BASV,Brown Advisory Sustainable Value ETF,,,
BATRA,"Atlanta Braves Holdings, Inc.",United States,US,Communication Services
BATRK,"Atlanta Braves Holdings, Inc.",United States,US,Communication Services
BAYA,Bayview Acquisition Corp,United States,US,Financial Services
BAYAR,Bayview Acquisition Corp,United States,US,
BAYAU,Bayview Acquisition Corp,United States,US,Financial Services
BBB,CYBER HORNET S&P 500 and Bitcoin 75/25 Strategy ETF,,,
BBCP,"Concrete Pumping Holdings, Inc.",United States,US,Industrials
BBCQ,Bleichroeder Acquisition Corp. II,United States,US,Financial Services
BBCQU,Bleichroeder Acquisition Corp. II,United States,US,Financial Services
BBCQW,Bleichroeder Acquisition Corp. II,United States,US,
BBGI,"Beasley Broadcast Group, Inc.",United States,US,Communication Services
BBH,VanEck Biotech ETF,,,
BBIO,"BridgeBio Pharma, Inc.",United States,US,Healthcare
BBLG,Bone Biologics Corporation,United States,US,Healthcare
BBLGW,Bone Biologics Corporation,United States,US,
BBNX,"Beta Bionics, Inc.",United States,US,Healthcare
BBOT,"BridgeBio Oncology Therapeutics, Inc.",United States,US,Healthcare
BBSI,"Barrett Business Services, Inc.",United States,US,Industrials
BBYY,GraniteShares YieldBOOST BABA ETF,,,
BCAB,"BioAtla, Inc.",United States,US,Healthcare
BCAL,California BanCorp,United States,US,Financial Services
BCAR,D. Boral ARC Acquisition I Corp.,United States,US,Financial Services
BCARU,D. Boral ARC Acquisition I Corp.,United States,US,Financial Services
BCARW,D. Boral ARC Acquisition I Corp.,United States,US,
BCAX,Bicara Therapeutics Inc.,United States,US,Healthcare
BCBP,"BCB Bancorp, Inc.",United States,US,Financial Services
BCDA,"BioCardia, Inc.",United States,US,Healthcare
BCFN,Baron Financials ETF,,,
BCG,"Binah Capital Group, Inc.",United States,US,Financial Services
BCGWW,"Binah Capital Group, Inc.",United States,US,
BCIC,BCP Investment Corp.,United States,US,Financial Services
BCLO,iShares BBB-B CLO Active ETF,,,
BCML,BayCom Corp,United States,US,Financial Services
BCPC,Balchem Corporation,United States,US,Basic Materials
BCRX,"BioCryst Pharmaceuticals, Inc.",United States,US,Healthcare
BCTK,Baron Technology ETF,,,
BCTX,BriaCell Therapeutics Corp.,Canada,CA,Healthcare
BCTXL,BriaCell Therapeutics Corp.,Canada,CA,
BCTXZ,BriaCell Therapeutics Corp.,Canada,CA,
BCYC,Bicycle Therapeutics plc,United Kingdom,UK,Healthcare
BDCI,BTC Development Corp.,United States,US,Financial Services
BDCIU,BTC Development Corp.,United States,US,Financial Services
BDCIW,BTC Development Corp.,United States,US,
BDGS,Bridges Capital Tactical ETF,,,
BDMD,Baird Medical Investment Holdings Limited,China,CN,Healthcare
BDMDW,Baird Medical Investment Holdings Limited,China,CN,
BDRX,Biodexa Pharmaceuticals Plc,United Kingdom,UK,Healthcare
BDSX,"Biodesix, Inc.",United States,US,Healthcare
BDTX,"Black Diamond Therapeutics, Inc.",United States,US,Healthcare
BDVL,iShares Disciplined Volatility Equity Active ETF,,,
BDYN,iShares Dynamic Equity Active ETF,,,
BEAG,Bold Eagle Acquisition Corp.,United States,US,Financial Services
BEAGR,Bold Eagle Acquisition Corp.,United States,US,
BEAGU,Bold Eagle Acquisition Corp.,United States,US,Financial Services
BEAM,Beam Therapeutics Inc.,United States,US,Healthcare
BEAT,"HeartBeam, Inc.",United States,US,Healthcare
BEATW,"HeartBeam, Inc.",,,
BEDY,Bny Mellon Enhanced Dividend Income ETF,,,
BEEM,Beam Global,United States,US,Technology
BEEP,Mobile Infrastructure Corporation,United States,US,Industrials
BEEX,The BeeHive ETF,,,
BEEZ,Honeytree U.S. Equity ETF,,,
BEG,Leverage Shares 2X Long BE Daily ETF,,,
BELFA,Bel Fuse Inc.,United States,US,Technology
BELFB,Bel Fuse Inc.,United States,US,Technology
BELT,iShares U.S. Select Equity Active ETF,,,
BENF,Beneficient,United States,US,Financial Services
BENFW,Beneficient,United States,US,
BESO,GSR Crypto Core3 ETF,,,
BETR,Better Home & Finance Holding Company,United States,US,Financial Services
BETRW,Better Home & Finance Holding Company,United States,US,
BFC,Bank First Corporation,United States,US,Financial Services
BFLX,Ishares Flexible Equity Active ETF,,,
BFRG,"Bullfrog AI Holdings, Inc.",United States,US,Healthcare
BFRGW,"Bullfrog AI Holdings, Inc.",,,
BFRI,Biofrontera Inc.,United States,US,Healthcare
BFRIW,Biofrontera Inc.,United States,US,
BFST,"Business First Bancshares, Inc.",United States,US,Financial Services
BGC,"BGC Group, Inc.",United States,US,Financial Services
BGCG,Baillie Gifford International Concentrated Growth ETF,,,
BGDE,"Big Digital Energy, Inc.",United States,US,Financial Services
BGEG,Baillie Gifford Emerging Markets ETF,,,
BGGG,Baillie Gifford Long Term Global Growth ETF,,,
BGIA,Baillie Gifford International Alpha ETF,,,
BGIN,Bgin Blockchain Limited,Singapore,SG,Technology
BGL,Blue Gold Limited,Cayman Islands,CA,Basic Materials
BGLC,BioNexus Gene Lab Corp.,Malaysia,MA,Basic Materials
BGLWW,Blue Gold Limited,Cayman Islands,CA,
BGM,BGM Group Ltd.,China,CN,Healthcare
BGMS,"Bio Green Med Solution, Inc.",Malaysia,MA,Healthcare
BGRN,iShares USD Green Bond ETF,,,
BGRO,iShares Large Cap Growth Active ETF,,,
BHAV,BHAV Acquisition Corp,United States,US,Financial Services
BHAVR,BHAV Acquisition Corp,United States,US,
BHAVU,BHAV Acquisition Corp,United States,US,Financial Services
BHDG,Nicholas Bitcoin Tail ETF,,,
BHF,"Brighthouse Financial, Inc.",United States,US,Financial Services
BHFAL,"Brighthouse Financial, Inc.",,,
BHFAM,"Brighthouse Financial, Inc.",United States,US,Financial Services
BHFAN,"Brighthouse Financial, Inc.",United States,US,Financial Services
BHFAO,"Brighthouse Financial, Inc.",United States,US,Financial Services
BHFAP,"Brighthouse Financial, Inc.",United States,US,Financial Services
BHRB,Burke & Herbert Financial Services Corp.,United States,US,Financial Services
BHST,BioHarvest Sciences Inc. Common Stock,Canada,CA,Consumer Defensive
BIAF,"bioAffinity Technologies, Inc.",United States,US,Healthcare
BIAFW,"bioAffinity Technologies, Inc.",United States,US,
BIB,ProShares Ultra Nasdaq Biotechnology,,,
BIDG,Leverage Shares 2X Long BIDU Daily ETF,,,
BIDU,"Baidu, Inc.",China,CN,Communication Services
BIDWU,Tribeca Strategic Acquisition Corp.,United States,US,Financial Services
BIIB,Biogen Inc.,United States,US,Healthcare
BILI,Bilibili Inc.,China,CN,Communication Services
BIOA,"BioAge Labs, Inc.",United States,US,Healthcare
BIOX,Bioceres Crop Solutions Corp.,Argentina,AR,Basic Materials
BIOY,Graniteshares YieldBOOST Biotech ETF,,,
BIRD,"Smartbird, Inc",United States,US,Consumer Cyclical
BIS,ProShares UltraShort Nasdaq Biotechnology,,,
BITS,Global X Blockchain & Bitcoin Strategy ETF,,,
BIVI,BioVie Inc.,United States,US,Healthcare
BIVIW,BioVie Inc.,United States,US,
BIXI,Bitcoin Infrastructure Acquisition Corp Ltd.,United States,US,Financial Services
BIXIU,Bitcoin Infrastructure Acquisition Corp Ltd.,United States,US,Financial Services
BIXIW,Bitcoin Infrastructure Acquisition Corp Ltd.,United States,US,
BIYA,Baiya International Group Inc.,China,CN,Technology
BJDX,"Bluejay Diagnostics, Inc.",United States,US,Healthcare
BJRI,"BJ's Restaurants, Inc.",United States,US,Consumer Cyclical
BKCH,Global X Blockchain ETF,,,
BKHA,Black Hawk Acquisition Corporation,United States,US,Financial Services
BKHAR,Black Hawk Acquisition Corporation,United States,US,
BKHAU,Black Hawk Acquisition Corporation,United States,US,Financial Services
BKMI,BNY Mellon Municipal Intermediate ETF,,,
BKMS,BNY Mellon Municipal Short Duration ETF,,,
BKNG,Booking Holdings Inc.,United States,US,Consumer Cyclical
BKR,Baker Hughes Company,United States,US,Energy
BL,"BlackLine, Inc.",United States,US,Technology
BLBD,Blue Bird Corporation,United States,US,Industrials
BLCN,Siren Nasdaq NexGen Economy ETF,,,
BLCR,iShares Large Cap Core Active ETF,,,
BLDP,Ballard Power Systems Inc.,Canada,CA,Industrials
BLFS,"BioLife Solutions, Inc.",United States,US,Healthcare
BLIN,"Bridgeline Digital, Inc.",United States,US,Technology
BLIV,BeLive Holdings,Singapore,SG,Technology
BLKB,"Blackbaud, Inc.",United States,US,Technology
BLLN,"BillionToOne, Inc.",United States,US,Healthcare
BLMN,"Bloomin' Brands, Inc.",United States,US,Consumer Cyclical
BLNE,"Beeline Holdings, Inc.",United States,US,Financial Services
BLNK,Blink Charging Co.,United States,US,Industrials
BLRK,Bluerock Acquisition Corp.,United States,US,Financial Services
BLRKU,Bluerock Acquisition Corp.,United States,US,Financial Services
BLRKW,Bluerock Acquisition Corp.,United States,US,
BLRX,BioLineRx Ltd.,Israel,IS,Healthcare
BLSG,Leverage Shares 2X Long BLSH Daily ETF,,,
BLTE,"Belite Bio, Inc",United States,US,Healthcare
BLUW,Blue Water Acquisition Corp. III,United States,US,Financial Services
BLUWU,Blue Water Acquisition Corp. III,United States,US,Financial Services
BLUWW,Blue Water Acquisition Corp. III,United States,US,
BLZE,"Backblaze, Inc.",United States,US,Technology
BLZR,Trailblazer Acquisition Corp.,United States,US,Financial Services
BLZRU,Trailblazer Acquisition Corp.,United States,US,Financial Services
BLZRW,Trailblazer Acquisition Corp.,United States,US,
BMBL,Bumble Inc.,United States,US,Communication Services
BMEA,"Biomea Fusion, Inc.",United States,US,Healthcare
BMGL,Basel Medical Group Ltd,Singapore,SG,Healthcare
BMHL,Bluemount Holdings Limited,Hong Kong,HK,Financial Services
BMM,Blue Moon Metals Inc.,Canada,CA,Basic Materials
BMNG,Leverage Shares 2X Long BMNR Daily ETF,,,
BMOP,BNY Mellon Municipal Opportunities ETF,,,
BMR,Beamr Imaging Ltd.,Israel,IS,Technology
BMRA,"Biomerica, Inc.",United States,US,Healthcare
BMRC,Bank of Marin Bancorp,United States,US,Financial Services
BMRN,BioMarin Pharmaceutical Inc.,United States,US,Healthcare
BNAI,"Brand Engagement Network, Inc.",United States,US,Technology
BNAIW,"Brand Engagement Network, Inc.",United States,US,
BNBX,BNB Plus Corp.,United States,US,Financial Services
BNC,CEA Industries Inc.,United States,US,Industrials
BNCWW,CEA Industries Inc.,United States,US,
BNCWZ,CEA Industries Inc.,United States,US,
BND,Vanguard Total Bond Market Index Fund,,,
BNDP,Vanguard Core-Plus Bond Index ETF,,,
BNDW,Vanguard Total World Bond ETF,,,
BNDX,Vanguard Total International Bond Index Fund,,,
BNGO,"Bionano Genomics, Inc.",United States,US,Healthcare
BNKK,"Bonk, Inc.",United States,US,Financial Services
BNR,Burning Rock Biotech Limited,China,CN,Healthcare
BNRG,Brenmiller Energy Ltd,Israel,IS,Utilities
BNTC,Benitec Biopharma Inc.,United States,US,Healthcare
BNTX,BioNTech SE,Germany,DE,Healthcare
BNZI,"Banzai International, Inc.",United States,US,Technology
BNZIW,"Banzai International, Inc.",United States,US,
BODI,"The Beachbody Company, Inc.",United States,US,Communication Services
BOEG,Leverage Shares 2X Long BA Daily ETF,,,
BOEU,Direxion Daily BA Bull 2X Shares,,,
BOF,BranchOut Food Inc.,United States,US,Consumer Defensive
BOKF,BOK Financial Corporation,United States,US,Financial Services
BOLD,"Boundless Bio, Inc.",United States,US,Healthcare
BOLT,"Bolt Biotherapeutics, Inc.",United States,US,Healthcare
BON,Bon Natural Life Limited,China,CN,Basic Materials
BOOM,DMC Global Inc.,United States,US,Industrials
BOSC,B.O.S. Better Online Solutions Ltd.,Israel,IS,Technology
BOT,"Robostrategy, Inc.",United States,US,Financial Services
BOTJ,"Bank of the James Financial Group, Inc.",United States,US,Financial Services
BOTT,Themes Humanoid Robotics ETF,,,
BOTZ,Global X Robotics & Artificial Intelligence ETF,,,
BOXL,Boxlight Corporation,United States,US,Technology
BPAC,Blueport Acquisition Ltd,,,
BPACR,Blueport Acquisition Ltd,United States,US,
BPACU,Blueport Acquisition Ltd,,,
BPOP,"Popular, Inc.",United States,US,Financial Services
BPOPM,Popular Capital Trust II PFD GTD 6.125%,,,
BPRN,"Princeton Bancorp, Inc.",United States,US,Financial Services
BPYPM,Brookfield Property Preferred L.P.,Bermuda,BE,Financial Services
BPYPN,Brookfield Property Partners L.P.,Bermuda,BE,Real Estate
BPYPO,Brookfield Property Partners L.P.,Bermuda,BE,Real Estate
BPYPP,Brookfield Property Partners L.P.,Bermuda,BE,Real Estate
BRAG,Bragg Gaming Group Inc.,Canada,CA,Consumer Cyclical
BRAI,Braiin Limited,Australia,AU,Technology
BRBI,BRBI BR Partners S.A.,Brazil,BR,Financial Services
BRCB,"Black Rock Coffee Bar, Inc.",United States,US,Consumer Cyclical
BREM,iShares Emerging Markets Bond Active ETF,,,
BRES,Burney U.S. Equity Select ETF,,,
BREZU,Breeze Acquisition Corp II,United States,US,Financial Services
BRFH,"Barfresh Food Group, Inc.",United States,US,Consumer Defensive
BRHY,iShares High Yield Active ETF,,,
BRID,Bridgford Foods Corporation,United States,US,Consumer Defensive
BRKHU,Burtech Acquisition Corp II,United States,US,Financial Services
BRKR,Bruker Corporation,United States,US,Healthcare
BRKRP,Bruker Corporation,United States,US,Healthcare
BRKU,Direxion Daily BRKB Bull 2X Shares,,,
BRLS,Borealis Foods Inc.,Canada,CA,Consumer Defensive
BRLSW,Borealis Foods Inc.,Canada,CA,
BRLT,"Brilliant Earth Group, Inc.",United States,US,Consumer Cyclical
BRNS,Barinthus Biotherapeutics plc,United States,US,Healthcare
BRNY,Burney U.S. Factor Rotation ETF,,,
BRR,"ProCap Financial, Inc.",United States,US,Financial Services
BRRR,CoinShares Bitcoin ETF,,,
BRRWW,"ProCap Financial, Inc.",United States,US,
BRTR,iShares Total Return Active ETF,,,
BRTX,"BioRestorative Therapies, Inc.",United States,US,Healthcare
BRUN,"Boost Run, Inc.",United States,US,Technology
BRUNW,"Boost Run, Inc.",United States,US,
BRZE,"Braze, Inc.",United States,US,Technology
BSAA,BEST SPAC I Acquisition Corp.,Hong Kong,HK,Financial Services
BSAAR,BEST SPAC I Acquisition Corp.,Hong Kong,HK,
BSAAU,BEST SPAC I Acquisition Corp.,Hong Kong,HK,Financial Services
BSBK,Bogota Financial Corp.,United States,US,Financial Services
BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,,,
BSCR,Invesco BulletShares 2027 Corporate Bond ETF,,,
BSCS,Invesco BulletShares 2028 Corporate Bond ETF,,,
BSCT,Invesco BulletShares 2029 Corporate Bond ETF,,,
BSCU,Invesco BulletShares 2030 Corporate Bond ETF,,,
BSCV,Invesco BulletShares 2031 Corporate Bond ETF,,,
BSCW,Invesco Bulletshares 2032 Corporate Bond ETF,,,
BSCX,Invesco Bulletshares 2033 Corporate Bond ETF,,,
BSCY,Invesco BulletShares 2034 Corporate Bond ETF,,,
BSCZ,Invesco Bulletshares 2035 Corporate Bond ETF,,,
BSET,"Bassett Furniture Industries, Incorporated",United States,US,Consumer Cyclical
BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,,,
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,,,
BSJS,Invesco BulletShares 2028 High Yield Corporate Bond ETF,,,
BSJT,Invesco BulletShares 2029 High Yield Corporate Bond ETF,,,
BSJU,Invesco Bulletshares 2030 High Yield Corporate Bond ETF,,,
BSJV,Invesco BulletShares 2031 High Yield Corporate Bond ETF,,,
BSJW,Invesco BulletShares 2032 High Yield Corporate Bond ETF,,,
BSJX,Invesco Bulletshares 2033 High Yield Corporate Bond ETF,,,
BSMQ,Invesco BulletShares (R) 2026 Municipal Bond ETF,,,
BSMR,Invesco BulletShares (R) 2027 Municipal Bond ETF,,,
BSMS,Invesco BulletShares (R) 2028 Municipal Bond ETF,,,
BSMT,Invesco BulletShares 2029 Municipal Bond ETF,,,
BSMU,Invesco BulletShares 2030 Municipal Bond ETF,,,
BSMV,Invesco BulletShares 2031 Municipal Bond ETF,,,
